Date,Car_ID,Company,Model,Driver_Name,Driving_Style,Driving_Mode,Speed_kmph,Distance_km,Battery_Capacity_kWh,Battery_Pct_Used,Harsh_Events,Location,City,Exact_Maintenance_Cost_INR,Est_Full_Range_km,Battery_Remaining_Percent,Fleet_Status,Month,Month_Num,Charging_Cost_INR,Car_Max_Range_km,Car_Weight_kg,Seating_Capacity,Motor_Power_kW,Torque_Nm,Actual_Remaining_Range_km,Total_Odometer_km,Trip_Duration_Minutes,Minutes_Elapsed,Trip_Status,Expected_Fare,Recognized_Revenue
2025-08-06,MAH-01,Mahindra,XUV400,Harish,Safe,City,45.7,24.7,45.9,7.53,0,"OMR, Chennai",Chennai,4615.79,328.02,92.47,Idle,Aug,8,17.92,360.8,1540.0,5,105.8,298.3,320.7,5760.1,30,15,In Transit,252.2,0.0
2025-08-07,MAH-01,Mahindra,XUV400,Harish,Safe,City,40.7,8.05,45.9,2.46,0,"Velachery, Chennai",Chennai,4615.79,327.24,97.54,Running,Aug,8,9.57,360.8,1540.0,5,105.8,298.3,362.4,5768.2,90,68,In Transit,100.59,0.0
2025-08-07,MAH-01,Mahindra,XUV400,Harish,Safe,City,44.5,35.08,45.9,10.7,0,"T Nagar, Chennai",Chennai,4615.79,327.85,89.3,Running,Aug,8,13.76,360.8,1540.0,5,105.8,298.3,328.3,5803.3,30,8,In Transit,352.18,0.0
2025-08-08,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,49.1,5.09,45.9,1.89,1,"T Nagar, Chennai",Chennai,4615.79,269.31,98.11,Running,Aug,8,3.88,360.8,1540.0,5,105.8,298.3,328.9,5808.4,60,30,In Transit,51.35,0.0
2025-08-08,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,67.7,59.08,45.9,22.72,3,"T Nagar, Chennai",Chennai,4615.79,260.04,77.28,Running,Aug,8,87.61,360.8,1540.0,5,105.8,298.3,198.0,5867.4,150,112,In Transit,766.96,0.0
2025-08-08,MAH-01,Mahindra,XUV400,Harish,Safe,City,36.3,26.07,45.9,7.95,0,"OMR, Chennai",Chennai,4615.79,327.92,92.05,Under Maintenance,Aug,8,9.14,360.8,1540.0,5,105.8,298.3,319.9,5893.5,150,38,In Transit,241.29,0.0
2025-08-09,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,83.5,57.35,45.9,23.74,0,"OMR, Chennai",Chennai,4615.79,241.58,76.26,Running,Aug,8,82.82,360.8,1540.0,5,105.8,298.3,232.1,5950.8,120,120,Completed,540.72,540.72
2025-08-13,MAH-01,Mahindra,XUV400,Harish,Safe,City,46.7,72.65,45.9,22.16,0,"T Nagar, Chennai",Chennai,4615.79,327.84,77.84,Running,Aug,8,30.79,360.8,1540.0,5,105.8,298.3,276.3,6023.5,120,30,In Transit,986.73,0.0
2025-08-14,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,54.6,66.67,45.9,24.69,0,"OMR, Chennai",Chennai,4615.79,270.03,75.31,Running,Aug,8,20.6,360.8,1540.0,5,105.8,298.3,245.2,6090.2,180,45,In Transit,607.25,0.0
2025-08-14,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,74.4,7.44,45.9,2.95,0,"Velachery, Chennai",Chennai,4615.79,252.2,97.05,Running,Aug,8,3.31,360.8,1540.0,5,105.8,298.3,302.1,6097.6,90,22,In Transit,88.33,0.0
2025-08-15,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,70.2,53.01,45.9,20.63,1,"Adyar, Chennai",Chennai,4615.79,256.96,79.37,Running,Aug,8,45.96,360.8,1540.0,5,105.8,298.3,247.9,6150.6,30,15,In Transit,573.3,0.0
2025-08-15,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,65.9,35.61,45.9,13.58,0,"T Nagar, Chennai",Chennai,4615.79,262.22,86.42,Running,Aug,8,49.38,360.8,1540.0,5,105.8,298.3,276.4,6186.2,120,120,Completed,366.51,366.51
2025-08-16,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,59.1,34.6,45.9,12.81,0,"OMR, Chennai",Chennai,4615.79,270.1,87.19,Idle,Aug,8,41.01,360.8,1540.0,5,105.8,298.3,268.6,6220.8,60,60,Completed,317.38,317.38
2025-08-18,MAH-01,Mahindra,XUV400,Harish,Safe,City,52.7,42.79,45.9,13.05,1,"Velachery, Chennai",Chennai,4615.79,327.89,86.95,Idle,Aug,8,43.87,360.8,1540.0,5,105.8,298.3,297.3,6263.6,150,75,In Transit,557.89,0.0
2025-08-18,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,74.0,54.66,45.9,21.66,0,"Velachery, Chennai",Chennai,4615.79,252.35,78.34,Running,Aug,8,16.85,360.8,1540.0,5,105.8,298.3,266.2,6318.3,30,8,In Transit,536.48,0.0
2025-08-20,MAH-01,Mahindra,XUV400,Harish,Safe,City,48.0,22.68,45.9,6.92,0,"T Nagar, Chennai",Chennai,4615.79,327.75,93.08,Charging,Aug,8,22.85,360.8,1540.0,5,105.8,298.3,346.0,6341.0,180,180,Completed,226.74,226.74
2025-08-20,MAH-01,Mahindra,XUV400,Harish,Safe,City,38.5,41.65,45.9,12.7,0,"Velachery, Chennai",Chennai,4615.79,327.95,87.3,Under Maintenance,Aug,8,14.79,360.8,1540.0,5,105.8,298.3,325.4,6382.6,150,38,In Transit,424.01,0.0
2025-08-21,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,59.8,33.8,45.9,12.52,0,"Velachery, Chennai",Chennai,4615.79,269.97,87.48,Running,Aug,8,40.4,360.8,1540.0,5,105.8,298.3,314.2,6416.4,30,30,Completed,354.82,354.82
2025-08-23,MAH-01,Mahindra,XUV400,Harish,Safe,City,42.8,36.92,45.9,11.26,0,"Adyar, Chennai",Chennai,4615.79,327.89,88.74,Running,Aug,8,29.84,360.8,1540.0,5,105.8,298.3,312.5,6453.3,120,60,In Transit,458.1,0.0
2025-08-25,MAH-01,Mahindra,XUV400,Harish,Safe,City,47.3,4.73,45.9,1.44,0,"Adyar, Chennai",Chennai,4615.79,328.47,98.56,Running,Aug,8,5.74,360.8,1540.0,5,105.8,298.3,382.7,6458.1,120,90,In Transit,62.12,0.0
2025-08-25,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,62.7,38.42,45.9,14.42,0,"T Nagar, Chennai",Chennai,4615.79,266.44,85.58,Charging,Aug,8,15.25,360.8,1540.0,5,105.8,298.3,288.4,6496.5,90,22,In Transit,384.56,0.0
2025-08-26,MAH-01,Mahindra,XUV400,Harish,Safe,Highway,75.6,63.21,45.9,25.24,0,"Velachery, Chennai",Chennai,4615.79,250.44,74.76,Running,Aug,8,108.42,360.8,1540.0,5,105.8,298.3,227.6,6559.7,180,180,Completed,857.01,857.01
2025-01-01,MAH-02,Mahindra,BE 6,Sarita,Safe,City,79.4,63.91,48.8,25.14,0,"Electronic City, Bangalore",Bangalore,5199.82,254.22,74.86,Running,Jan,1,117.59,499.8,1999.0,5,169.9,379.8,257.4,63.9,30,30,Completed,777.42,777.42
2025-01-03,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,117.5,49.44,48.8,27.72,0,"Koramangala, Bangalore",Bangalore,5199.82,178.35,72.28,Charging,Jan,1,88.89,499.8,1999.0,5,169.9,379.8,183.6,113.4,180,180,Completed,577.54,577.54
2025-01-04,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,93.7,84.43,48.8,42.96,1,"Whitefield, Bangalore",Bangalore,5199.82,196.53,57.04,Running,Jan,1,59.93,499.8,1999.0,5,169.9,379.8,160.6,197.8,60,30,In Transit,878.04,0.0
2025-01-10,MAH-02,Mahindra,BE 6,Sarita,Safe,City,91.7,43.16,48.8,17.93,1,"Whitefield, Bangalore",Bangalore,5199.82,240.71,82.07,Charging,Jan,1,25.94,499.8,1999.0,5,169.9,379.8,244.2,240.9,180,90,In Transit,487.19,0.0
2025-01-11,MAH-02,Mahindra,BE 6,Sarita,Safe,City,58.9,35.44,48.8,12.71,0,"Whitefield, Bangalore",Bangalore,5199.82,278.84,87.29,Running,Jan,1,42.75,499.8,1999.0,5,169.9,379.8,289.9,276.4,120,90,In Transit,365.29,0.0
2025-01-13,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,85.9,48.02,48.8,23.62,0,"Whitefield, Bangalore",Bangalore,5199.82,203.3,76.38,Idle,Jan,1,27.52,499.8,1999.0,5,169.9,379.8,225.1,324.4,90,45,In Transit,519.14,0.0
2025-01-15,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,84.4,46.79,48.8,22.86,0,"Yelahanka, Bangalore",Bangalore,5199.82,204.68,77.14,Running,Jan,1,17.09,499.8,1999.0,5,169.9,379.8,222.1,371.2,120,30,In Transit,633.48,0.0
2025-01-15,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,129.9,46.36,48.8,27.24,0,"Whitefield, Bangalore",Bangalore,5199.82,170.19,72.76,Running,Jan,1,36.35,499.8,1999.0,5,169.9,379.8,176.8,417.6,150,75,In Transit,628.42,0.0
2025-01-17,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,90.1,45.18,48.8,22.63,0,"Whitefield, Bangalore",Bangalore,5199.82,199.65,77.37,Running,Jan,1,73.08,499.8,1999.0,5,169.9,379.8,226.0,462.7,120,120,Completed,596.93,596.93
2025-01-18,MAH-02,Mahindra,BE 6,Sarita,Safe,City,47.2,40.96,48.8,14.69,0,"Koramangala, Bangalore",Bangalore,5199.82,278.83,85.31,Running,Jan,1,23.51,499.8,1999.0,5,169.9,379.8,295.2,503.7,30,8,In Transit,525.69,0.0
2025-01-19,MAH-02,Mahindra,BE 6,Sarita,Safe,City,68.1,66.15,48.8,24.68,2,"Yelahanka, Bangalore",Bangalore,5199.82,268.03,75.32,Running,Jan,1,59.9,499.8,1999.0,5,169.9,379.8,202.0,569.8,90,45,In Transit,778.01,0.0
2025-01-20,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,124.6,119.58,48.8,68.89,0,"Yelahanka, Bangalore",Bangalore,5199.82,173.58,31.11,Idle,Jan,1,43.23,499.8,1999.0,5,169.9,379.8,83.4,689.4,30,8,In Transit,1237.67,0.0
2025-01-20,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,90.9,98.26,48.8,49.4,1,"Electronic City, Bangalore",Bangalore,5199.82,198.91,50.6,Under Maintenance,Jan,1,53.14,499.8,1999.0,5,169.9,379.8,138.1,787.7,60,15,In Transit,1192.15,0.0
2025-01-23,MAH-02,Mahindra,BE 6,Sarita,Safe,City,51.8,23.88,48.8,8.56,1,"Whitefield, Bangalore",Bangalore,5199.82,278.97,91.44,Idle,Jan,1,19.93,499.8,1999.0,5,169.9,379.8,337.4,811.6,60,30,In Transit,333.53,0.0
2025-01-25,MAH-02,Mahindra,BE 6,Sarita,Safe,City,42.0,26.97,48.8,9.67,0,"Koramangala, Bangalore",Bangalore,5199.82,278.9,90.33,Idle,Jan,1,9.64,499.8,1999.0,5,169.9,379.8,304.1,838.5,120,30,In Transit,259.18,0.0
2025-01-27,MAH-02,Mahindra,BE 6,Sarita,Safe,City,97.8,107.95,48.8,46.03,2,"Koramangala, Bangalore",Bangalore,5199.82,234.52,53.97,Idle,Jan,1,243.93,499.8,1999.0,5,169.9,379.8,154.1,946.5,90,90,Completed,1453.9,1453.9
2025-01-28,MAH-02,Mahindra,BE 6,Sarita,Safe,City,72.6,78.11,48.8,29.78,4,"Yelahanka, Bangalore",Bangalore,5199.82,262.29,70.22,Running,Jan,1,155.03,499.8,1999.0,5,169.9,379.8,178.5,1024.6,180,180,Completed,944.4,944.4
2025-02-03,MAH-02,Mahindra,BE 6,Sarita,Safe,City,99.6,37.4,48.8,16.07,0,"Koramangala, Bangalore",Bangalore,5199.82,232.73,83.93,Idle,Feb,2,23.11,499.8,1999.0,5,169.9,379.8,262.7,1062.0,90,45,In Transit,430.99,0.0
2025-02-03,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,99.7,9.97,48.8,5.2,5,"Koramangala, Bangalore",Bangalore,5199.82,191.73,94.8,Running,Feb,2,9.43,499.8,1999.0,5,169.9,379.8,205.3,1072.0,90,45,In Transit,121.01,0.0
2025-02-04,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,101.3,53.44,48.8,28.08,5,"Whitefield, Bangalore",Bangalore,5199.82,190.31,71.92,Running,Feb,2,59.94,499.8,1999.0,5,169.9,379.8,152.0,1125.4,90,90,Completed,496.9,496.9
2025-02-05,MAH-02,Mahindra,BE 6,Sarita,Safe,City,74.5,27.78,48.8,10.68,0,"Indiranagar, Bangalore",Bangalore,5199.82,260.11,89.32,Running,Feb,2,22.83,499.8,1999.0,5,169.9,379.8,284.6,1153.2,120,60,In Transit,355.47,0.0
2025-02-06,MAH-02,Mahindra,BE 6,Sarita,Safe,City,44.7,31.96,48.8,11.46,3,"Koramangala, Bangalore",Bangalore,5199.82,278.88,88.54,Running,Feb,2,60.81,499.8,1999.0,5,169.9,379.8,258.1,1185.1,30,30,Completed,437.12,437.12
2025-02-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,94.1,96.7,48.8,40.59,2,"Koramangala, Bangalore",Bangalore,5199.82,238.24,59.41,Running,Feb,2,40.08,499.8,1999.0,5,169.9,379.8,165.4,1281.8,120,30,In Transit,982.11,0.0
2025-02-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,87.7,70.64,48.8,28.84,0,"Yelahanka, Bangalore",Bangalore,5199.82,244.94,71.16,Running,Feb,2,37.67,499.8,1999.0,5,169.9,379.8,222.2,1352.5,180,90,In Transit,665.07,0.0
2025-02-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,75.1,61.8,48.8,23.84,2,"Whitefield, Bangalore",Bangalore,5199.82,259.23,76.16,Running,Feb,2,67.98,499.8,1999.0,5,169.9,379.8,232.5,1414.3,30,22,In Transit,852.93,0.0
2025-02-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,81.5,49.51,48.8,19.66,1,"Koramangala, Bangalore",Bangalore,5199.82,251.83,80.34,Running,Feb,2,66.85,499.8,1999.0,5,169.9,379.8,246.6,1463.8,180,180,Completed,595.45,595.45
2025-02-08,MAH-02,Mahindra,BE 6,Sarita,Safe,City,101.6,56.11,48.8,24.31,5,"Indiranagar, Bangalore",Bangalore,5199.82,230.81,75.69,Running,Feb,2,76.08,499.8,1999.0,5,169.9,379.8,168.3,1519.9,150,150,Completed,647.75,647.75
2025-02-08,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,84.2,10.59,48.8,5.17,0,"Electronic City, Bangalore",Bangalore,5199.82,204.84,94.83,Running,Feb,2,3.19,499.8,1999.0,5,169.9,379.8,291.2,1530.5,150,38,In Transit,120.17,0.0
2025-02-10,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,88.1,76.91,48.8,38.2,0,"Indiranagar, Bangalore",Bangalore,5199.82,201.34,61.8,Running,Feb,2,117.74,499.8,1999.0,5,169.9,379.8,195.6,1607.4,30,22,In Transit,922.12,0.0
2025-02-10,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,127.6,112.45,48.8,65.52,4,"Indiranagar, Bangalore",Bangalore,5199.82,171.63,34.48,Running,Feb,2,123.12,499.8,1999.0,5,169.9,379.8,66.4,1719.8,120,90,In Transit,1307.81,0.0
2025-02-13,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,67.5,88.84,48.8,40.14,2,"Yelahanka, Bangalore",Bangalore,5199.82,221.33,59.86,Running,Feb,2,94.12,499.8,1999.0,5,169.9,379.8,163.1,1808.7,180,135,In Transit,1099.28,0.0
2025-02-13,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,116.6,162.37,48.8,90.71,1,"Electronic City, Bangalore",Bangalore,5199.82,179.0,9.29,Running,Feb,2,263.05,499.8,1999.0,5,169.9,379.8,22.5,1971.1,180,180,Completed,1741.74,1741.74
2025-02-14,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,103.3,22.5,48.8,11.92,0,"Yelahanka, Bangalore",Bangalore,5199.82,188.76,88.08,Idle,Feb,2,43.96,499.8,1999.0,5,169.9,379.8,239.4,1993.6,60,60,Completed,269.78,269.78
2025-02-16,MAH-02,Mahindra,BE 6,Sarita,Safe,City,71.5,38.14,48.8,14.46,5,"Koramangala, Bangalore",Bangalore,5199.82,263.76,85.54,Running,Feb,2,57.42,499.8,1999.0,5,169.9,379.8,207.2,2031.7,180,135,In Transit,477.71,0.0
2025-02-19,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,83.3,8.33,48.8,4.05,0,"Yelahanka, Bangalore",Bangalore,5199.82,205.68,95.95,Running,Feb,2,8.24,499.8,1999.0,5,169.9,379.8,276.7,2040.0,120,60,In Transit,104.68,0.0
2025-02-21,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,78.9,50.73,48.8,24.18,0,"Koramangala, Bangalore",Bangalore,5199.82,209.8,75.82,Running,Feb,2,43.48,499.8,1999.0,5,169.9,379.8,253.8,2090.8,60,45,In Transit,557.17,0.0
2025-02-22,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,135.5,83.24,48.8,49.93,0,"Electronic City, Bangalore",Bangalore,5199.82,166.71,50.07,Running,Feb,2,31.58,499.8,1999.0,5,169.9,379.8,117.8,2174.0,120,30,In Transit,776.9,0.0
2025-02-24,MAH-02,Mahindra,BE 6,Sarita,Safe,City,77.7,30.61,48.8,11.95,3,"Indiranagar, Bangalore",Bangalore,5199.82,256.15,88.05,Running,Feb,2,43.91,499.8,1999.0,5,169.9,379.8,255.7,2204.6,90,68,In Transit,414.71,0.0
2025-02-25,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,97.3,36.65,48.8,18.94,0,"Electronic City, Bangalore",Bangalore,5199.82,193.51,81.06,Running,Feb,2,40.78,499.8,1999.0,5,169.9,379.8,231.2,2241.3,180,135,In Transit,357.9,0.0
2025-02-26,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,93.0,129.48,48.8,65.69,5,"Whitefield, Bangalore",Bangalore,5199.82,197.11,34.31,Charging,Feb,2,194.63,499.8,1999.0,5,169.9,379.8,76.5,2370.7,90,68,In Transit,1459.35,0.0
2025-02-26,MAH-02,Mahindra,BE 6,Sarita,Safe,City,98.1,56.99,48.8,24.33,0,"Whitefield, Bangalore",Bangalore,5199.82,234.24,75.67,Running,Feb,2,60.14,499.8,1999.0,5,169.9,379.8,236.6,2427.7,150,75,In Transit,729.6,0.0
2025-02-27,MAH-02,Mahindra,BE 6,Sarita,Safe,City,60.6,60.12,48.8,21.62,3,"Yelahanka, Bangalore",Bangalore,5199.82,278.08,78.38,Running,Feb,2,77.67,499.8,1999.0,5,169.9,379.8,224.9,2487.8,150,112,In Transit,626.54,0.0
2025-02-28,MAH-02,Mahindra,BE 6,Sarita,Safe,City,89.7,60.67,48.8,24.99,0,"Electronic City, Bangalore",Bangalore,5199.82,242.78,75.01,Running,Feb,2,70.3,499.8,1999.0,5,169.9,379.8,240.5,2548.5,30,22,In Transit,837.09,0.0
2025-03-01,MAH-02,Mahindra,BE 6,Sarita,Safe,City,75.2,76.09,48.8,29.36,0,"Whitefield, Bangalore",Bangalore,5199.82,259.16,70.64,Running,Mar,3,100.4,499.8,1999.0,5,169.9,379.8,208.8,2624.6,180,180,Completed,726.95,726.95
2025-03-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,65.5,93.03,48.8,34.28,0,"Electronic City, Bangalore",Bangalore,5199.82,271.38,65.72,Running,Mar,3,133.15,499.8,1999.0,5,169.9,379.8,228.6,2717.6,60,45,In Transit,1009.0,0.0
2025-03-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,64.5,53.62,48.8,19.66,0,"Electronic City, Bangalore",Bangalore,5199.82,272.74,80.34,Running,Mar,3,24.24,499.8,1999.0,5,169.9,379.8,271.8,2771.3,90,22,In Transit,676.28,0.0
2025-03-09,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,89.4,84.38,48.8,42.14,0,"Indiranagar, Bangalore",Bangalore,5199.82,200.24,57.86,Under Maintenance,Mar,3,106.03,499.8,1999.0,5,169.9,379.8,155.9,2855.6,120,120,Completed,979.91,979.91
2025-03-09,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,66.7,33.33,48.8,15.0,0,"Electronic City, Bangalore",Bangalore,5199.82,222.2,85.0,Running,Mar,3,28.13,499.8,1999.0,5,169.9,379.8,262.1,2889.0,180,90,In Transit,354.84,0.0
2025-03-10,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,97.1,24.78,48.8,12.79,4,"Indiranagar, Bangalore",Bangalore,5199.82,193.75,87.21,Idle,Mar,3,33.29,499.8,1999.0,5,169.9,379.8,205.4,2913.8,30,30,Completed,321.86,321.86
2025-03-10,MAH-02,Mahindra,BE 6,Sarita,Safe,City,82.7,48.46,48.8,19.35,3,"Electronic City, Bangalore",Bangalore,5199.82,250.44,80.65,Idle,Mar,3,47.23,499.8,1999.0,5,169.9,379.8,210.9,2962.2,120,60,In Transit,592.6,0.0
2025-03-11,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,95.5,78.44,48.8,40.22,0,"Koramangala, Bangalore",Bangalore,5199.82,195.03,59.78,Charging,Mar,3,61.61,499.8,1999.0,5,169.9,379.8,156.0,3040.6,90,45,In Transit,723.22,0.0
2025-03-14,MAH-02,Mahindra,BE 6,Sarita,Safe,City,64.4,11.9,48.8,4.36,3,"Koramangala, Bangalore",Bangalore,5199.82,272.94,95.64,Running,Mar,3,5.57,499.8,1999.0,5,169.9,379.8,247.0,3052.6,180,45,In Transit,166.25,0.0
2025-03-16,MAH-02,Mahindra,BE 6,Sarita,Rash,Highway,111.5,32.42,48.8,17.75,0,"Whitefield, Bangalore",Bangalore,5199.82,182.65,82.25,Running,Mar,3,36.39,499.8,1999.0,5,169.9,379.8,224.3,3085.0,90,68,In Transit,361.85,0.0
2025-03-16,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,89.0,57.45,48.8,28.64,0,"Whitefield, Bangalore",Bangalore,5199.82,200.59,71.36,Running,Mar,3,18.92,499.8,1999.0,5,169.9,379.8,201.7,3142.4,180,45,In Transit,608.7,0.0
2025-03-17,MAH-02,Mahindra,BE 6,Sarita,Safe,City,77.3,27.71,48.8,10.8,1,"Whitefield, Bangalore",Bangalore,5199.82,256.57,89.2,Running,Mar,3,56.4,499.8,1999.0,5,169.9,379.8,295.3,3170.1,180,180,Completed,331.47,331.47
2025-03-17,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,102.4,109.35,48.8,57.71,1,"Indiranagar, Bangalore",Bangalore,5199.82,189.48,42.29,Running,Mar,3,99.7,499.8,1999.0,5,169.9,379.8,110.9,3279.5,90,45,In Transit,1386.46,0.0
2025-03-19,MAH-02,Mahindra,BE 6,Sarita,Safe,City,54.5,47.24,48.8,16.94,0,"Yelahanka, Bangalore",Bangalore,5199.82,278.87,83.06,Running,Mar,3,68.79,499.8,1999.0,5,169.9,379.8,277.5,3326.7,90,90,Completed,470.06,470.06
2025-03-23,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,58.3,26.97,48.8,11.74,0,"Whitefield, Bangalore",Bangalore,5199.82,229.73,88.26,Idle,Mar,3,22.92,499.8,1999.0,5,169.9,379.8,282.9,3353.7,120,60,In Transit,299.69,0.0
2025-03-24,MAH-02,Mahindra,BE 6,Sarita,Safe,City,79.9,63.58,48.8,25.07,0,"Yelahanka, Bangalore",Bangalore,5199.82,253.61,74.93,Running,Mar,3,77.08,499.8,1999.0,5,169.9,379.8,249.8,3417.3,30,30,Completed,621.52,621.52
2025-03-26,MAH-02,Mahindra,BE 6,Sarita,Safe,City,62.8,46.82,48.8,17.03,0,"Electronic City, Bangalore",Bangalore,5199.82,274.93,82.97,Running,Mar,3,30.47,499.8,1999.0,5,169.9,379.8,302.4,3464.1,90,45,In Transit,452.66,0.0
2025-03-27,MAH-02,Mahindra,BE 6,Sarita,Safe,City,58.3,5.83,48.8,2.09,2,"Whitefield, Bangalore",Bangalore,5199.82,278.95,97.91,Running,Mar,3,2.68,499.8,1999.0,5,169.9,379.8,305.9,3469.9,150,38,In Transit,66.52,0.0
2025-03-27,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,61.6,33.63,48.8,14.76,2,"Yelahanka, Bangalore",Bangalore,5199.82,227.85,85.24,Idle,Mar,3,29.38,499.8,1999.0,5,169.9,379.8,243.0,3503.6,30,15,In Transit,328.61,0.0
2025-03-28,MAH-02,Mahindra,BE 6,Sarita,Safe,City,88.9,36.48,48.8,14.97,3,"Whitefield, Bangalore",Bangalore,5199.82,243.69,85.03,Running,Mar,3,39.09,499.8,1999.0,5,169.9,379.8,264.3,3540.0,150,112,In Transit,509.49,0.0
2025-03-29,MAH-02,Mahindra,BE 6,Sarita,Safe,City,74.9,75.91,48.8,29.25,0,"Yelahanka, Bangalore",Bangalore,5199.82,259.52,70.75,Charging,Mar,3,25.18,499.8,1999.0,5,169.9,379.8,241.7,3615.9,120,30,In Transit,973.99,0.0
2025-03-29,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,102.8,112.99,48.8,59.73,0,"Koramangala, Bangalore",Bangalore,5199.82,189.17,40.27,Running,Mar,3,131.18,499.8,1999.0,5,169.9,379.8,105.0,3728.9,90,68,In Transit,1293.3,0.0
2025-03-29,MAH-02,Mahindra,BE 6,Sarita,Safe,City,65.2,16.5,48.8,6.07,0,"Indiranagar, Bangalore",Bangalore,5199.82,271.83,93.93,Running,Mar,3,24.05,499.8,1999.0,5,169.9,379.8,338.4,3745.4,30,30,Completed,157.42,157.42
2025-03-31,MAH-02,Mahindra,BE 6,Sarita,Safe,City,104.3,11.38,48.8,4.98,0,"Yelahanka, Bangalore",Bangalore,5199.82,228.51,95.02,Running,Mar,3,13.87,499.8,1999.0,5,169.9,379.8,291.7,3756.8,90,90,Completed,105.92,105.92
2025-04-01,MAH-02,Mahindra,BE 6,Sarita,Safe,City,96.8,27.08,48.8,11.5,0,"Yelahanka, Bangalore",Bangalore,5199.82,235.48,88.5,Running,Apr,4,25.62,499.8,1999.0,5,169.9,379.8,288.6,3783.9,180,90,In Transit,284.69,0.0
2025-04-04,MAH-02,Mahindra,BE 6,Sarita,Safe,City,65.3,82.44,48.8,30.35,4,"Electronic City, Bangalore",Bangalore,5199.82,271.63,69.65,Idle,Apr,4,63.45,499.8,1999.0,5,169.9,379.8,181.7,3866.3,90,45,In Transit,1097.42,0.0
2025-04-05,MAH-02,Mahindra,BE 6,Sarita,Safe,City,31.6,13.3,48.8,4.77,3,"Electronic City, Bangalore",Bangalore,5199.82,278.83,95.23,Running,Apr,4,14.94,499.8,1999.0,5,169.9,379.8,286.3,3879.6,30,30,Completed,148.45,148.45
2025-04-05,MAH-02,Mahindra,BE 6,Sarita,Safe,City,103.2,13.47,48.8,5.87,1,"Indiranagar, Bangalore",Bangalore,5199.82,229.47,94.13,Under Maintenance,Apr,4,4.04,499.8,1999.0,5,169.9,379.8,269.4,3893.1,90,22,In Transit,143.5,0.0
2025-04-06,MAH-02,Mahindra,BE 6,Sarita,Safe,Highway,100.3,83.54,48.8,43.71,0,"Koramangala, Bangalore",Bangalore,5199.82,191.12,56.29,Running,Apr,4,131.61,499.8,1999.0,5,169.9,379.8,163.0,3976.6,90,68,In Transit,1019.0,0.0
2025-04-07,MAH-02,Mahindra,BE 6,Sarita,Safe,City,55.3,41.05,48.8,14.72,1,"Whitefield, Bangalore",Bangalore,5199.82,278.87,85.28,Running,Apr,4,58.06,499.8,1999.0,5,169.9,379.8,265.4,4017.7,60,60,Completed,520.18,520.18
